Time,Player_X,Player_Y,Enemy_X,Enemy_Y,Distance_to_Nearest_Enemy,Time_in_Safe_Areas,Player_Speed,Player_Direction,Input_Frequency,Events,avg_distance,time_in_safe_area,reaction_latency,speed_mean,input_rate,evade_count,normalized_distance,normalized_speed,normalized_input_rate
10.9,-3,378,244.5471352178169,625.4873979563283,350.04,4.38,10,-135.0,44.0,No events,351.68626666666665,581.2700000000002,0.019999999999999574,10.0,43.57333333333333,0,0.35004,1.0,0.7552576843078345
10.92,-3,368,242.46797011784005,623.3247439185686,354.18,4.4,10,-133.9,44.0,No events,351.9162666666666,585.6700000000002,0.019999999999999574,10.0,43.86666666666667,0,0.35418,1.0,0.7603420383637624
10.94,-3,358,240.43065372251775,621.1226217817763,358.46,4.42,10,-132.8,44.0,No events,352.2205333333333,590.0900000000001,0.019999999999999574,10.0,44.16,0,0.35846,1.0,0.7654263924196902
10.95,-3,348,238.43456374692747,618.8830627159448,362.86,4.44,10,-131.7,44.0,No events,352.5980666666666,594.5300000000002,0.019999999999999574,10.0,44.45333333333333,0,0.36286,1.0,0.7705107464756182
10.97,-3,338,236.4790274054034,616.6080071964071,367.39,4.45,10,-130.7,44.0,No events,353.04780000000005,598.9800000000002,0.019999999999999574,10.0,44.74666666666667,0,0.36739,1.0,0.7755951005315461
10.99,-3,328,234.56332995378304,614.2993055539563,372.03,4.47,10,-129.7,44.0,No events,353.56846666666667,603.4500000000003,0.019999999999999574,10.0,45.04,0,0.37202999999999997,1.0,0.780679454587474
11.0,-3,318,232.68672249562627,611.9587192069076,376.78,4.49,10,-128.7,44.0,No events,354.1587333333333,607.9400000000003,0.019999999999999574,10.0,45.333333333333336,0,0.37677999999999995,1.0,0.7857638086434019
11.02,-3,308,230.8484290636507,609.5879224509719,381.63,4.5,10,-127.8,44.0,No events,354.81713333333335,612.4400000000003,0.019999999999999574,10.0,45.626666666666665,0,0.38162999999999997,1.0,0.7908481626993298
11.04,-3,298,229.0476529990281,607.1885046955399,386.58,4.52,10,-126.9,44.0,No events,355.5421333333333,616.9600000000003,0.019999999999999574,10.0,45.71333333333333,0,0.38658,1.0,0.7923503582158539
11.06,-3,288,227.28358265966293,604.7619730477405,391.62,4.54,10,-126.0,44.0,No events,356.3319333333333,621.5000000000002,0.019999999999999574,10.0,45.8,0,0.39162,1.0,0.7938525537323781
11.07,-3,278,225.55539649454371,602.3097551580148,396.75,4.55,10,-125.2,44.0,No events,357.18486666666666,626.0500000000002,0.019999999999999574,10.0,45.88666666666666,0,0.39675,1.0,0.7953547492489021
11.09,-3,268,223.8622675251233,599.8332022526827,401.97,4.57,10,-124.4,44.0,No events,358.099,630.6200000000002,0.019999999999999574,10.0,45.973333333333336,0,0.40197000000000005,1.0,0.7968569447654265
11.11,-3,258,222.2033672768277,597.3335922898675,407.26,4.59,10,-123.6,44.0,No events,359.0724,635.2100000000003,0.019999999999999574,10.0,46.06,0,0.40726,1.0,0.7983591402819505
11.12,-3,248,220.57786920455865,594.8121331850931,412.63,4.6,10,-122.8,44.0,No events,360.103,639.8100000000003,0.019999999999999574,10.0,46.14666666666667,0,0.41263,1.0,0.7998613357984747
11.14,-3,238,218.984951655736,592.2699660618196,418.07,4.62,10,-122.1,44.0,No events,361.18873333333335,644.4300000000003,0.019999999999999574,10.0,46.233333333333334,0,0.41807,1.0,0.8013635313149988
11.15,-3,228,217.4238004132989,589.7081684901451,423.58,4.63,10,-121.4,44.0,No events,362.3274666666666,649.0600000000003,0.019999999999999574,10.0,46.32,0,0.42357999999999996,1.0,0.802865726831523
11.17,7,218,215.9458836769547,587.0974670287685,424.14,4.65,10,-119.5,44.0,No events,363.48359999999997,653.7100000000003,0.019999999999999574,10.0,46.406666666666666,0,0.42413999999999996,1.0,0.8043679223480471
11.19,17,208,214.5518230273317,584.4410418171029,425.13,4.67,10,-117.7,44.0,No events,364.6574,658.3800000000002,0.019999999999999574,10.0,46.49333333333333,0,0.42513,1.0,0.8058701178645713
11.21,27,198,213.24194816796887,581.7421109449224,426.55,4.68,10,-115.9,44.0,No events,365.8491333333333,663.0600000000002,0.019999999999999574,10.0,46.58,0,0.42655,1.0,0.8073723133810954
11.22,37,188,212.01630438257817,579.0039003410183,428.39,4.7,10,-114.1,44.0,No events,367.05899999999997,667.7600000000002,0.019999999999999574,10.0,46.666666666666664,0,0.42839,1.0,0.8088745088976196
11.24,47,188,210.84983362358,576.2399636614972,421.4,4.72,10,-112.9,44.0,No events,368.22566666666665,672.4800000000002,0.019999999999999574,10.0,46.75333333333333,0,0.4214,1.0,0.8103767044141437
11.26,57,188,209.74462314284847,573.4509656705906,414.61,4.74,10,-111.6,44.0,No events,369.3478666666667,677.2200000000003,0.019999999999999574,10.0,46.84,0,0.41461000000000003,1.0,0.811878899930668
11.27,67,188,208.70277630987331,570.6376837478854,408.03,4.75,10,-110.3,44.0,No events,370.42466666666667,681.9700000000003,0.019999999999999574,10.0,46.92666666666667,0,0.40802999999999995,1.0,0.8133810954471921
11.29,77,188,207.726402866313,567.8010140634296,401.67,4.77,10,-109.0,44.0,No events,371.45506666666665,686.7400000000002,0.019999999999999574,10.0,47.013333333333335,0,0.40167,1.0,0.8148832909637163
11.3,87,188,206.81760793641592,564.9419772019336,395.53,4.78,10,-107.6,44.0,No events,372.43826666666666,691.5200000000002,0.019999999999999574,10.0,47.1,0,0.39553,1.0,0.8163854864802403
11.32,97,188,205.9784797946807,562.0617230531217,389.61,4.8,10,-106.2,44.0,No events,373.37353333333334,696.3200000000002,0.019999999999999574,10.0,47.18666666666667,0,0.38961,1.0,0.8178876819967645
11.34,107,188,205.2110764237943,559.1615347719317,383.94,4.82,10,-104.8,44.0,No events,374.2604,701.1400000000002,0.019999999999999574,10.0,47.27333333333333,0,0.38394,1.0,0.8193898775132886
11.36,117,188,204.51741093277167,556.2428316033028,378.5,4.84,10,-103.4,44.0,No events,375.0983333333333,705.9800000000002,0.019999999999999574,10.0,47.36,0,0.3785,1.0,0.8208920730298128
11.37,127,188,203.8994359467605,553.3071703631961,373.31,4.85,10,-101.9,44.0,No events,375.88706666666667,710.8300000000003,0.019999999999999574,10.0,47.446666666666665,0,0.37331,1.0,0.8223942685463369
11.39,137,188,203.35902712517264,550.3562453716806,368.38,4.87,10,-100.4,44.0,No events,376.62646666666666,715.7000000000003,0.019999999999999574,10.0,47.53333333333333,0,0.36838,1.0,0.8238964640628611
11.41,147,188,202.89796601218987,547.3918866467462,363.71,4.89,10,-98.8,44.0,No events,377.31646666666666,720.5900000000003,0.019999999999999574,10.0,47.62,0,0.36371,1.0,0.8253986595793852
11.42,157,188,202.51792247132363,544.4160561900425,359.31,4.9,10,-97.3,44.0,No events,377.95719999999994,725.4900000000002,0.019999999999999574,10.0,47.70666666666666,0,0.35931,1.0,0.8269008550959093
11.44,167,188,202.2204370011878,541.4308422286892,355.18,4.92,10,-95.7,44.0,No events,378.5489333333333,730.4100000000002,0.019999999999999574,10.0,47.79333333333334,0,0.35518,1.0,0.8284030506124336
11.46,177,188,202.0069032702322,538.438451320779,351.33,4.94,10,-94.1,44.0,No events,379.092,735.3500000000003,0.019999999999999574,10.0,47.88,0,0.35133,1.0,0.8299052461289578
11.48,187,188,201.87855124092425,535.441198285653,347.76,4.96,10,-92.5,44.0,No events,379.5869333333333,740.3100000000003,0.019999999999999574,10.0,47.96666666666667,0,0.34776,1.0,0.8314074416454819
11.49,197,188,201.83643127580632,532.441493982136,344.48,4.97,10,-90.8,44.0,No events,380.0342666666666,745.2800000000003,0.019999999999999574,10.0,48.053333333333335,0,0.34448,1.0,0.8329096371620061
11.51,197,188,201.7943113106884,529.441789678619,341.48,4.99,10,-90.8,44.0,No events,380.43466666666666,750.2700000000003,0.019999999999999574,10.0,48.14,0,0.34148,1.0,0.8344118326785301
11.53,197,188,201.75219134557045,526.442085375102,338.48,5.0,10,-90.8,44.0,No events,380.78700000000003,755.2700000000003,0.019999999999999574,10.0,48.22666666666667,0,0.33848,1.0,0.8359140281950543
11.54,197,188,201.7100713804525,523.442381071585,335.48,5.02,10,-90.8,44.0,No events,381.0901333333333,760.2900000000003,0.019999999999999574,10.0,48.31333333333333,0,0.33548,1.0,0.8374162237115784
11.56,197,188,201.66795141533456,520.442676768068,332.48,5.04,10,-90.8,44.0,No events,381.3430666666667,765.3300000000003,0.019999999999999574,10.0,48.4,0,0.33248,1.0,0.8389184192281025
11.57,197,188,201.62583145021665,517.4429724645511,329.48,5.05,10,-90.8,44.0,No events,381.5448666666666,770.3800000000002,0.019999999999999574,10.0,48.486666666666665,0,0.32948,1.0,0.8404206147446267
11.59,197,188,201.58371148509872,514.4432681610341,326.48,5.07,10,-90.8,55.0,No events,381.69460000000004,775.4500000000003,0.019999999999999574,10.0,48.64666666666667,0,0.32648,1.0,0.8431938987751328
11.61,197,188,201.5415915199808,511.44356385751706,323.48,5.09,10,-90.8,55.0,No events,381.7914666666666,780.5400000000003,0.019999999999999574,10.0,48.806666666666665,0,0.32348000000000005,1.0,0.845967182805639
11.62,197,188,201.49947155486285,508.443859554,320.48,5.1,10,-90.8,55.0,No events,381.8347333333333,785.6400000000003,0.019999999999999574,10.0,48.96666666666667,0,0.32048000000000004,1.0,0.8487404668361451
11.64,197,188,201.4573515897449,505.444155250483,317.48,5.12,10,-90.8,55.0,No events,381.8236,790.7600000000003,0.019999999999999574,10.0,49.126666666666665,0,0.31748000000000004,1.0,0.8515137508666512
11.66,197,178,201.4165177077072,502.44443316434274,324.47,5.14,10,-90.8,55.0,No events,381.824,795.9000000000003,0.019999999999999574,10.0,49.28666666666667,0,0.32447000000000004,1.0,0.8542870348971574
11.67,197,168,201.3769045561904,499.4446947093725,331.47,5.15,10,-90.8,55.0,No events,381.8354,801.0500000000003,0.019999999999999574,10.0,49.446666666666665,0,0.33147000000000004,1.0,0.8570603189276634
11.69,197,158,201.33845137423123,496.444941160696,338.47,5.17,10,-90.7,55.0,No events,381.85720000000003,806.2200000000003,0.019999999999999574,10.0,49.60666666666667,0,0.33847000000000005,1.0,0.8598336029581697
11.71,197,148,201.30110158420308,493.44517367084205,345.47,5.19,10,-90.7,55.0,No events,381.8888,811.4100000000003,0.019999999999999574,10.0,49.766666666666666,0,0.34547000000000005,1.0,0.8626068869886757
11.72,197,138,201.2648024271707,490.4453932836806,352.47,5.2,10,-90.7,55.0,No events,381.92973333333333,816.6100000000004,0.019999999999999574,10.0,49.92666666666667,0,0.35247,1.0,0.8653801710191819
11.74,197,128,201.22950463644824,487.4456009465395,359.47,5.22,10,-90.7,55.0,No events,381.97953333333334,821.8300000000004,0.019999999999999574,10.0,50.086666666666666,0,0.35947,1.0,0.868153455049688
11.76,197,118,201.1951621447114,484.44579752076953,366.47,5.24,10,-90.7,55.0,No events,382.0376666666666,827.0700000000004,0.019999999999999574,10.0,50.24666666666667,0,0.36647,1.0,0.8709267390801941
11.77,197,108,201.16173182065603,481.4459837909801,373.47,5.25,10,-90.6,55.0,No events,382.1037333333333,832.3200000000004,0.019999999999999574,10.0,50.406666666666666,0,0.37347,1.0,0.8737000231107003
11.79,197,98,201.1291732317388,478.44616047313485,380.47,5.27,10,-90.6,55.0,No events,382.1774,837.5900000000004,0.019999999999999574,10.0,50.56666666666667,0,0.38047000000000003,1.0,0.8764733071412064
11.8,197,88,201.0974484299954,475.44632822166574,387.47,5.29,10,-90.6,55.0,No events,382.2582,842.8800000000003,0.019999999999999574,10.0,50.72666666666667,0,0.38747000000000004,1.0,0.8792465911717124
11.82,197,78,201.0665217583262,472.446487635738,394.47,5.3,10,-90.6,55.0,No events,382.34586666666667,848.1800000000003,0.019999999999999574,10.0,50.88666666666666,0,0.39447000000000004,1.0,0.8820198752022186
11.84,197,68,201.0363596749725,469.44663926478194,401.47,5.32,10,-90.6,55.0,No events,382.44,853.5000000000003,0.019999999999999574,10.0,51.04666666666667,0,0.40147000000000005,1.0,0.8847931592327247
11.86,197,58,201.0069305941963,466.44678361338725,408.47,5.34,10,-90.6,55.0,No events,382.54033333333336,858.8400000000004,0.019999999999999574,10.0,51.20666666666666,0,0.40847,1.0,0.8875664432632308
11.87,197,48,200.97820474142097,463.4469211456427,415.47,5.35,10,-90.5,55.0,No events,382.6465333333333,864.1900000000004,0.019999999999999574,10.0,51.36666666666667,0,0.41547,1.0,0.890339727293737
11.89,197,38,200.9501540213052,460.4470522889923,422.47,5.37,10,-90.5,55.0,No events,382.7583333333333,869.5600000000004,0.019999999999999574,10.0,51.526666666666664,0,0.42247,1.0,0.893113011324243
11.91,197,38,200.92210330118945,457.44718343234194,419.47,5.39,10,-90.5,55.0,No events,382.8088666666667,874.9500000000004,0.019999999999999574,10.0,51.68666666666667,0,0.41947,1.0,0.8958862953547493
11.92,197,38,200.89405258107365,454.4473145756916,416.47,5.4,10,-90.5,55.0,No events,382.7978,880.3500000000004,0.019999999999999574,10.0,51.846666666666664,0,0.41647,1.0,0.8986595793852553
11.94,197,38,200.86600186095788,451.4474457190412,413.47,5.42,10,-90.5,55.0,No events,382.7249333333333,885.7700000000003,0.019999999999999574,10.0,52.00666666666667,0,0.41347,1.0,0.9014328634157615
11.96,197,38,200.8379511408421,448.4475768623908,410.47,5.44,10,-90.5,55.0,No events,382.5900666666667,891.2100000000004,0.019999999999999574,10.0,52.166666666666664,0,0.41047,1.0,0.9042061474462676
11.97,197,38,200.80990042072636,445.4477080057404,407.47,5.45,10,-90.5,55.0,No events,382.393,896.6600000000004,0.019999999999999574,10.0,52.32666666666667,0,0.40747000000000005,1.0,0.9069794314767737
